7.21,0.44
8.18,2.08
3.20,0.17
1.39,8.83
0.10,2.70
4.97,7.83
4.59,5.67
5.45,7.56
2.84,7.53
8.26,0.46
0.50,0.93
1.35,2.18
0.92,4.43
8.41,7.03
2.54,9.62
8.85,7.07
6.43,9.86
3.28,4.63
0.93,5.06
6.43,4.46
3.27,4.15
4.37,2.40
7.47,3.15
9.28,1.81
3.29,2.12
2.69,7.84
4.19,8.75
8.11,2.21
0.55,9.76
4.51,8.00
0.58,3.90
5.06,4.68
3.14,1.86
9.73,8.64
5.55,9.20
5.79,3.40
4.78,7.99
8.05,6.58
2.22,1.83
9.11,7.90
0.57,6.64
0.59,3.66
6.51,6.50
8.19,8.23
4.18,0.06
7.17,2.42
2.77,7.77
9.64,2.00
5.92,4.48
2.09,6.78
2.27,5.09
9.64,2.55
3.72,3.23
3.34,3.13
2.90,4.00
8.28,9.94
1.76,2.63
3.14,9.76
0.94,9.75
6.31,9.06
3.64,3.00
9.95,5.36
8.04,1.91
0.59,1.58
9.77,9.67
4.64,9.31
9.51,1.16
7.25,1.10
1.04,1.36
5.98,9.51
2.03,1.78
3.97,3.14
3.23,5.92
3.21,5.64
1.59,6.12
5.35,4.25
9.46,5.64
5.85,8.34
5.19,9.56
7.86,7.06
9.94,7.18
3.42,7.41
1.85,7.18
3.17,0.51
1.44,3.35
0.36,4.49
1.50,5.73
1.49,6.91
0.69,6.78
3.70,8.16
2.32,7.00
8.69,0.28
9.11,7.72
3.81,2.08
0.11,1.32
3.83,2.54
8.20,0.94
0.87,9.14
5.32,2.19
5.86,6.95
7.80,9.13
2.21,7.09
6.11,5.85
1.07,0.47
1.67,2.51
8.32,3.67
8.30,1.73
5.14,9.28
7.63,7.35
7.64,1.82
5.52,2.51
6.36,4.38
1.66,7.94
2.83,7.84
5.30,4.98
8.82,6.33
8.12,9.60
3.78,8.18
9.56,5.22
7.08,0.93
0.66,2.61
4.97,2.71
0.21,4.27
6.31,0.26
0.82,9.36
7.48,5.06
3.19,2.95
4.30,5.60
4.04,9.56
8.19,3.00
6.85,7.00
4.25,1.69
4.92,1.14
1.57,4.49
2.89,5.99
9.83,3.90
6.58,6.38
1.54,7.13
0.75,2.41
6.52,2.82
0.91,5.95
3.75,1.87
8.71,9.31
5.49,2.67
9.50,5.54
0.95,3.74
7.63,7.81
9.18,3.23
7.19,2.62
6.56,5.12
5.53,8.01
9.85,6.59
2.91,3.03
4.25,9.73
3.82,9.46
5.19,3.38
4.74,10.0,
3.62,7.68
8.68,9.86
7.31,4.91
8.92,0.27
4.76,4.64
3.20,3.01
4.12,0.77
4.77,4.88
6.85,0.62
8.71,9.84
4.60,3.37
0.14,4.36
8.49,6.50
6.12,8.44
1.70,3.89
4.41,0.81
9.95,8.54
0.50,1.84
9.64,6.30
8.72,1.69
0.06,4.20
4.90,4.68
4.22,8.72
5.34,2.73
2.92,4.51
1.53,2.35
7.80,3.91
0.91,9.83
2.14,1.19
1.23,8.74
2.85,3.07
0.50,2.36
2.76,8.91
4.56,1.27
0.47,9.82
2.12,2.72
3.63,5.73
0.23,4.36
2.86,3.52
3.77,9.50
5.31,7.26
9.38,4.78
1.16,3.74
7.50,4.23
1.39,2.51
6.28,5.35
2.67,0.10
7.68,4.04
3.18,1.95
9.00,5.25
3.82,4.34
2.98,5.04
0.66,0.77
5.69,8.40
7.84,3.66
4.10,3.96
4.84,2.91
4.95,3.29
8.66,7.37
1.91,7.79
9.09,3.80
1.00,0.53
4.89,0.89
2.96,3.92
9.87,2.30
6.95,6.77
0.32,3.92
2.08,5.57
9.37,4.98
2.15,6.01
0.02,2.11
3.95,9.90
5.29,8.04
1.73,2.02
3.34,3.89
8.39,8.79
5.57,5.15
9.35,7.99
7.77,6.72
6.29,4.49
8.05,1.38
6.24,2.02
0.20,9.67
5.91,5.26
8.03,6.55
2.71,9.59
4.45,1.32
1.43,8.10
8.65,3.33
9.98,6.69
6.52,5.03
8.51,8.71
1.96,8.09
3.65,9.61
1.55,5.56
3.79,0.93
0.89,5.12
1.68,0.24
8.83,4.12
7.98,0.52
4.60,7.14
3.06,7.78
3.99,0.68
4.56,0.81
2.76,7.56
5.22,0.62
9.60,5.79
8.68,9.86
6.06,2.73
1.19,4.60
8.27,5.72
3.39,1.83
3.47,4.32
9.75,6.00
4.71,8.01
2.64,7.09
8.77,5.23
4.35,0.78
5.50,6.47
3.22,8.79
1.58,4.21
9.19,3.34
8.31,7.52
0.23,5.50
0.60,7.43
3.31,1.19
4.26,2.08
3.01,2.49
9.29,7.37
5.86,4.03
0.01,9.70
1.32,6.39
6.56,2.10
8.53,8.41
8.45,4.36
3.56,0.80
7.86,0.43
3.42,1.61
9.50,3.54
1.92,2.45
4.15,0.96
7.06,0.85
4.93,4.84
1.26,0.62
9.15,5.56
4.09,6.52
3.57,6.97
1.39,4.43
7.39,0.17
6.25,0.46
6.07,4.39
4.92,5.58
8.34,8.58
5.10,3.00
0.41,7.19
5.05,6.23
4.39,7.15
9.24,4.95
2.23,0.71
0.56,4.62
2.68,0.86
9.41,2.96
6.43,1.39
7.43,3.17
3.66,3.95
7.17,9.66
9.01,8.38
9.25,6.38
1.49,0.31
5.66,1.98
0.39,2.47
0.93,8.70
3.96,2.02
3.11,3.94
4.52,6.66
2.88,4.36
2.21,6.21
2.43,2.41
9.86,5.15
5.03,4.38
2.84,3.44
2.85,7.13
1.43,9.98
3.05,7.96
7.66,3.05
1.71,8.45
5.21,7.10
1.00,8.17
8.80,3.53
7.39,9.08
8.97,6.11
7.86,4.35
9.32,8.28
6.64,8.38
5.84,0.41
7.11,6.07
2.05,0.02
2.14,0.31
9.73,7.07
1.78,6.08
1.86,9.05
8.54,8.81
3.84,8.14
9.34,2.05
8.97,3.61
7.97,6.61
6.44,7.67
3.50,9.58
3.71,2.79
8.13,6.07
0.10,1.16
2.66,1.31
5.13,4.90
8.97,3.39
3.59,6.79
6.80,9.48
8.88,6.91
6.10,9.56
7.68,0.10
7.71,1.91
1.99,2.93
1.96,4.42
8.89,6.36
9.37,3.71
4.72,2.25
7.84,2.26
7.65,7.55
8.11,9.64
2.21,9.98
2.78,0.27
9.70,2.98
4.76,4.45
1.06,5.64
7.51,3.30
2.32,5.47
3.15,1.22
8.63,7.99
4.33,1.25
9.26,7.32
2.21,9.87
5.24,6.29
6.29,7.56
0.78,2.73
1.10,0.92
1.82,1.28
1.35,9.98
7.86,6.13
9.57,1.75
8.46,1.17
9.99,7.36
1.88,7.91
7.97,5.36
1.32,0.81
7.00,8.42
3.86,2.03
4.17,3.86
8.18,4.39
0.80,1.25
9.58,2.23
6.77,1.75
5.46,4.85
6.15,4.63
9.62,5.91
6.78,6.18
1.61,5.39
8.41,4.82
5.69,7.75
2.33,4.33
4.88,1.08
0.46,3.95
7.27,7.07
3.46,9.96
5.44,1.21
5.28,8.62
4.96,5.74
6.56,4.30
4.65,5.18
0.22,9.85
9.44,6.07
0.54,8.55
6.64,7.66
1.25,8.10
7.61,0.18
9.28,7.85
9.95,0.82
7.91,9.30
9.74,5.26
7.51,9.12
9.35,4.36
2.39,0.72
4.16,1.54
9.52,7.72
0.55,6.11
8.55,7.73
8.31,1.98
2.99,0.16
3.04,8.89
9.08,5.01
7.77,5.74
2.33,2.95
8.74,1.53
1.82,8.54
7.07,9.48
8.67,9.77
6.63,4.67
8.36,6.76
8.80,3.28
6.11,2.00
6.04,4.22
0.89,2.24
9.94,0.54
6.23,9.85
3.87,8.03
5.55,7.32
6.88,3.53
5.46,4.16
3.41,3.84
3.07,0.05
2.98,8.80
2.36,1.03
4.83,8.98
0.13,8.85
5.33,9.34
4.48,4.35
0.25,4.76
7.15,7.19
9.34,2.70
6.69,3.48
8.44,1.14
0.87,1.81
2.93,6.71
5.69,6.12
6.86,9.72
2.57,0.68
4.08,7.26
7.77,8.50
1.30,5.43
5.20,9.35
8.13,4.72
9.29,8.09
5.70,0.03
5.27,6.69
3.99,8.39
2.08,5.93
7.51,2.88
7.83,3.87
0.54,0.65
8.14,8.65
6.12,7.06
5.35,2.50
7.16,5.07
1.00,2.45
4.66,1.23
3.74,0.66
4.96,5.31
3.01,3.99
7.85,0.32
1.52,8.03
7.51,4.03
0.82,5.59
1.01,0.59
0.25,3.53
2.65,3.51
3.56,4.46
8.09,6.89
7.19,1.91
9.18,2.32
0.76,8.64
8.73,2.96
3.45,7.59
5.03,4.79
9.67,4.21
7.18,7.33
3.44,7.17
5.77,2.45
3.96,1.38
8.27,0.77
3.95,4.05
4.83,9.32
8.39,9.23
7.97,3.02
3.71,1.41
9.57,5.24
6.54,1.55
8.97,9.33
6.71,2.11
9.48,3.97
1.25,8.62
3.79,0.00
5.17,6.66
5.52,5.42
9.61,2.26
0.67,8.19
0.31,2.94
2.04,3.62
7.30,4.24
0.03,4.18
1.99,3.72
5.20,4.87
9.29,0.11
1.50,6.51
0.34,0.69
4.39,2.62
6.40,3.68
4.43,3.02
5.27,6.09
5.57,8.57
9.82,9.21
6.87,7.33
2.17,5.58
7.90,1.50
8.24,1.50
0.93,8.70
4.71,8.51
7.73,8.30
4.56,5.97
4.49,5.83
7.86,4.12
6.36,3.82
1.75,3.85
2.16,7.66
7.15,5.01
0.42,8.91
0.07,9.74
0.55,6.48
2.39,1.27
6.45,8.25
0.01,1.39
5.60,1.66
6.72,1.58
3.52,2.42
8.21,4.25
2.12,4.17
4.18,9.83
0.45,0.81
5.76,5.47
8.35,5.22
1.88,8.39
6.38,4.73
1.16,4.88
0.55,4.27
4.78,1.76
6.42,2.39
2.28,2.76
5.52,4.55
4.15,6.57
6.02,0.09
4.57,6.78
1.09,6.65
2.89,6.68
0.75,6.34
4.95,3.08
7.31,2.92
3.59,4.56
0.25,8.16
3.61,8.73
3.62,8.64
7.62,2.35
8.02,1.35
8.14,5.60
9.61,7.44
6.08,9.08
0.65,8.91
7.12,7.90
9.52,1.95
5.96,2.30
3.37,4.50
2.75,8.36
3.36,2.33
7.30,5.61
0.43,0.07
4.65,0.40
9.63,8.47
9.62,5.45
2.15,9.48
9.17,6.12
7.47,3.61
8.57,3.45
2.20,2.39
1.65,2.63
8.42,0.12
5.99,2.88
1.98,5.07
0.79,1.48
0.39,0.25
9.29,0.39
0.58,7.55
7.56,8.53
9.23,7.53
8.45,6.62
2.22,8.72
2.98,4.39
5.31,6.73
1.33,1.89
4.74,3.73
1.96,7.51
5.65,2.81
0.92,5.51
5.81,0.40
2.66,4.95
3.98,2.11
9.98,9.90
5.76,3.93
3.68,8.33
4.09,1.07
1.66,3.17
8.43,1.63
3.26,4.50
4.20,0.50
6.82,6.19
3.97,1.97
7.99,3.76
2.39,6.09
1.32,2.98
0.17,4.69
0.27,0.08
5.93,7.95
9.25,5.27
1.06,1.19
6.75,1.03
9.63,4.80
0.25,5.19
4.46,7.04
2.30,7.15
0.97,0.84
1.84,1.91
2.17,0.79
6.55,3.13
2.06,5.73
0.08,1.08
9.47,5.90
2.59,5.74
1.37,0.72
4.36,8.16
2.77,4.97
9.91,5.92
0.16,6.47
4.57,9.16
6.83,8.11
6.09,4.78
1.45,0.52
1.66,5.05
5.54,9.66
4.44,6.07
1.80,4.97
4.66,8.47
2.76,0.06
7.00,9.84
8.36,7.29
0.24,3.73
2.00,2.02
5.07,4.82
6.62,9.89
2.87,3.95
6.59,2.94
1.84,9.20
6.40,6.33
6.62,1.28
4.13,7.60
4.17,2.53
6.42,4.81
1.84,8.90
1.69,8.11
3.05,3.17
9.91,1.80
2.43,6.05
0.82,0.20
4.85,9.11
6.80,1.45
2.25,9.45
3.66,7.68
8.03,1.76
9.78,8.73
1.27,7.57
4.20,9.40
2.10,5.19
4.85,6.79
4.92,6.13
1.08,5.29
8.77,5.73
8.63,1.56
2.37,6.06
0.91,0.89
7.03,9.21
8.02,9.16
2.18,7.58
3.52,2.09
6.94,5.89
9.59,4.02
5.94,6.46
3.15,4.32
9.12,5.23
9.10,8.28
3.51,1.18
1.94,2.92
9.49,5.70
3.75,5.52
5.32,2.04
4.73,4.03
1.42,6.62
2.35,4.20
0.44,5.90
6.55,7.66
9.76,2.30
1.20,8.98
0.88,2.65
6.88,7.32
3.84,0.56
5.73,0.25
5.71,2.13
6.95,2.81
9.11,0.74
0.74,5.09
0.67,2.46
9.10,5.55
9.34,8.36
4.31,4.91
1.65,3.63
9.74,8.21
4.06,6.59
3.19,8.04
2.84,2.29
9.70,2.80
8.25,6.59
9.76,7.59
2.89,6.51
8.48,4.05
3.91,1.89
3.36,7.65
4.83,1.53
1.40,7.36
5.50,4.03
1.05,3.39
8.23,0.27
1.00,2.97
3.90,9.36
5.66,2.97
4.24,4.60
6.71,0.79
5.90,9.46
1.18,1.82
6.90,6.03
9.16,2.41
8.85,9.98
8.29,2.35
6.59,7.04
8.20,9.79
2.44,5.27
5.12,4.45
3.91,6.61
5.91,2.18
2.34,8.85
1.10,4.95
4.72,6.08
8.70,5.69
2.57,1.83
